"id","base_word","exchange_word","base_claim","exchange_claim","golden_truthfulness_base_claim","shift","axis","judgmental_base","judgmental_exchange","origin_dataset","origin_source"
"sozialstaat_umverteilungsstaat_3","Sozialstaat","Umverteilungsstaat","Was für Europa der Sozialstaat ist, ist für die USA der amerikanische Traum.","Was für Europa der Umverteilungsstaat ist, ist für die USA der amerikanische Traum.","True","left","economic","0","0","Medienkompass","www.n-tv.de"
"sozialstaat_umverteilungsstaat_4","Sozialstaat","Umverteilungsstaat","Viele Flüchtlinge nutzten unseren Sozialstaat aus, da sie auch gut im Hinterland leben können","Viele Flüchtlinge nutzen unseren Umverteilungsstaat aus, da sie auch gut im Hinterland leben können.","False","left","economic","0","0","DefaktS","Twitter"
"sozialversicherung_beitragslast_1","Sozialversicherung","Beitragslast","Dreifacher Familienvater und zu Langatmigkeit neigender Gerechtigkeitsfanatiker, der vor dem Sozialgericht Freiburg gegen zu hohe Sozialversicherungsbeiträge für Familien klagt.","Dreifacher Familienvater und zu Langatmigkeit neigender Gerechtigkeitsfanatiker klagt vor dem Sozialgericht Freiburg gegen zu hohe Beitragslasten für Familien.","True","right","economic","0","0","Medienkompass","www.stern.de"
"sozialwohnungen_ghettos_1","Sozialwohnungen","Ghettos","Nun hingen sie in Abhängigkeit von staatlichen Wohlfahrtsleistungen meist vor ihren Sozialwohnungen herum, wie er selbst in Las Vegas beobachtet habe.","Nun hingen sie in Abhängigkeit von staatlichen Wohlfahrtsleistungen meist vor ihren Ghettos herum, wie er selbst in Las Vegas beobachtet hatte.","True","right","economic","0","1","Medienkompass","www.sueddeutsche.de"
"sozialwohnungen_ghettos_2","Sozialwohnungen","Ghettos","Da der Bauraum in urbanen Ballungsgebieten arg begrenzt ist, ist die Lösung der FDP, sofern sie das mit dem Bauen ernst meint, nur eine: Sozialwohnungen an den Stadträndern, damit der Kellner, der Marco morgens den Café Latte serviert, immer schön drei Stunden zur Arbeit pendelt.","Da der Bauraum in urbanen Ballungsgebieten arg begrenzt ist, ist die Lösung der FDP, sofern sie das mit dem Bauen ernst meint, nur eine: Ghettos an den Stadträndern, damit der Kellner, der Marco morgens den Café Latte serviert, immer schön drei Stunden zur Arbeit pendelt.","False","right","economic","0","1","DefaktS","Twitter"
"sozialwohnungen_ghettos_3","Sozialwohnungen","Ghettos","Der seit Jahrzehnten schrumpfende Bestand an Sozialwohnungen macht die Lage nicht besser.","Der seit Jahrzehnten schrumpfende Bestand an Ghettos macht die Lage nicht besser.","True","right","economic","0","1","Medienkompass","www.n-tv.de"
"sozialwohnungen_ghettos_4","Sozialwohnungen","Ghettos","Hannelore Kraft hat vor der Landtagswahl auch viel darüber geredet, sie hat versprochen, Jobs für Langzeitarbeitslose zu schaffen, Kinder nicht zurückzulassen und Sozialwohnungen zu bauen.","Hannelore Kraft hat vor der Landtagswahl auch viel darüber geredet, sie hat versprochen, Jobs für Langzeitarbeitslose zu schaffen, Kinder nicht zurückzulassen und Ghettos zu bauen.","True","right","economic","0","1","Medienkompass","www.sueddeutsche.de"
"sparpolitik_haushaltsdisziplin_1","Sparpolitik","Haushaltsdisziplin","Die Rechten hatten bereits 2006 die Lokalwahlen in Ungarn dominiert, nachdem die damalige links-liberale Koalition ein halbes Jahr nach ihrer Wiederwahl wegen ihrer Sparpolitik und rechter Straßenproteste ihre Popularität verspielt hatte.","Die Rechten hatten bereits 2006 die Lokalwahlen in Ungarn dominiert, nachdem die damalige links-liberale Koalition ein halbes Jahr nach ihrer Wiederwahl wegen ihrer Haushaltsdisziplin und rechter Straßenproteste ihre Popularität verspielt hatte.","True","right","economic","0","0","Medienkompass","www.stern.de"
"sparpolitik_haushaltsdisziplin_2","Sparpolitik","Haushaltsdisziplin","Mit der FDP würde diese Stadt nicht nur unsozial werden, sondern auch durch exzessive Sparpolitik wirtschaftlich abrutschen.","Mit der FDP würde diese Stadt nicht nur unsozial werden, sondern auch durch exzessive Haushaltsdisziplin wirtschaftlich abrutschen.","False","right","economic","0","0","DefaktS","Twitter"
"sparpolitik_haushaltsdisziplin_3","Sparpolitik","Haushaltsdisziplin","Dass ein französischer Journalist fragt, wie denn Schulz für ein neues, sozialeres Europa werben könne, wo seine Partei daheim nun mit der Eisernen Lady der Sparpolitik koaliere, ficht ihn nicht an.","Dass ein französischer Journalist fragt, wie Schulz denn für ein neues, sozialeres Europa werben könne, wo seine Partei daheim nun mit der Eisernen Lady der Haushaltsdisziplin koaliere, ficht ihn nicht an.","True","right","economic","0","0","Medienkompass","www.tagesspiegel.de"
"sparpolitik_haushaltsdisziplin_4","Sparpolitik","Haushaltsdisziplin","Pakistan gehen die Devisen aus, der IWF zwingt das Land zur Liberalisierung des Wechselkurses (der Rupee stürzte ab) und zur Sparpolitik - nachdem es von einer Umweltkatastrophe verwüstet wurde!","Pakistan gehen die Devisen aus, der IWF zwingt das Land zur Liberalisierung des Wechselkurses (der Rupee stürzt ab) und zur Haushaltsdisziplin - nachdem es von einer Umweltkatastrophe verwüstet wurde!","False","right","economic","0","0","DefaktS","Twitter"
"sparpolitik_haushaltsdisziplin_5","Sparpolitik","Haushaltsdisziplin","Damals machten sie Tsipras zum Premier, weil er die erdrückende Sparpolitik beenden wollte, die die europäischen Kreditgeber seinem verschuldeten Land aufgezwungen hatten.","Damals machten sie Tsipras zum Premier, weil er die erdrückende Haushaltsdisziplin beenden wollte, die die europäischen Kreditgeber seinem verschuldeten Land aufgezwungen hatten.","True","right","economic","0","0","Medienkompass","www.sueddeutsche.de"
"sparpolitik_haushaltsdisziplin_6","Sparpolitik","Haushaltsdisziplin","Wahlbeteiligung erreicht historisches Tief Regierungschef Papandreou hatte in den vergangenen 13 Monaten eine drastische Sparpolitik durchgesetzt, um das Land vor dem Staatsbankrott zu retten.","Die Wahlbeteiligung erreicht ein historisches Tief. Der Regierungschef Papandreou hatte in den vergangenen 13 Monaten eine drastische Haushaltsdisziplin durchgesetzt, um das Land vor dem Staatsbankrott zu retten.","True","right","economic","0","0","Medienkompass","www.stern.de"
"staatsfunk_öffentlich-rechtliche medien_1","Staatsfunk","Öffentlich-Rechtliche Medien","""Tiere zu töten schmeckt mir nicht; #Abtreibung-Gegner schmecken mir nicht ..."" Diesen Irrsinn hypt Staatsfunk ZDF-heutejournal!","""Tiere zu töten, schmeckt mir nicht; Abtreibungsgegner schmecken mir nicht ..."" Diesen Irrsinn hypen Öffentlich-Rechtliche Medien ZDF-heutejournal!","False","left","social","0","0","DefaktS","Twitter"
"stadtentwicklung_stadtgestaltung_1","Stadtentwicklung","Stadtgestaltung","Diesmal über die Ansiedlung von Unternehmen, Stadtentwicklung und Verwaltungsmodernisierung.","Diesmal über die Ansiedlung von Unternehmen, Stadtgestaltung und Verwaltungsmodernisierung.","False","left","social","0","0","DefaktS","Twitter"
"sterbehilfe_lebensendeberatung_1","Sterbehilfe","Lebensendeberatung","Liberale Sterbehilfegesetze machen Kanada zum Weltmarktführer bei Organentnahmen von Opfern von assistiertem Suizid.","Liberale Lebensendeberatungsgesetze machen Kanada zum Weltmarktführer bei Organentnahmen von Opfern des assistierten Suizids.","False","left","social","0","0","DefaktS","Twitter"
"sterbehilfe_lebensendeberatung_2","Sterbehilfe","Lebensendeberatung","Bisher hatte die Politik auch für diese Gruppe eine Legalisierung der Sterbehilfe geplant - es wäre eine bedeutende, weltweit einzigartige Grenzverschiebung.","Bisher hatte die Politik auch für diese Gruppe eine Legalisierung der Lebensendeberatung geplant - es wäre eine bedeutende, weltweit einzigartige Grenzverschiebung.","True","left","social","0","0","Medienkompass","www.sueddeutsche.de"
"steuerbetrug_steuerflucht_1","Steuerbetrug","Steuerflucht","Lebedew war Geschäftspartner des einstigen Ölmilliardärs, der mit ihm unter anderem wegen Steuerbetrugs verurteilt worden war.","Lebedew war Geschäftspartner des einstigen Ölmilliardärs, der mit ihm unter anderem wegen Steuerflucht verurteilt worden war.","True","right","economic","0","0","Medienkompass","www.n-tv.de"
"steuerbetrug_steuerflucht_2","Steuerbetrug","Steuerflucht","Ganz anders dagegen gingen die heimlichen Lenker des griechischen Staates mit dem chronischen Steuerbetrug der Reichen um.","Ganz anders dagegen gingen die heimlichen Lenker des griechischen Staates mit der chronischen Steuerflucht der Reichen um.","True","right","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerbetrug_steuerflucht_3","Steuerbetrug","Steuerflucht","Woerth war im Zuge von Ermittlungen über möglichen Steuerbetrug durch Bettencourt ins Visier geraten: Woerths Frau war Vermögensberaterin Bettencourts zu einer Zeit, als der Politiker als Haushaltsminister auch für die Verfolgung von Steuerhinterziehern zuständig war.","Wörth war im Zuge von Ermittlungen über mögliche Steuerflucht durch Bettencourt ins Visier geraten: Wörths Frau war zu einer Zeit Vermögensberaterin Bettencourts, als der Politiker als Haushaltsminister auch für die Verfolgung von Steuerhinterziehern zuständig war.","True","right","economic","0","0","Medienkompass","www.stern.de"
"steuerbetrug_steuerflucht_4","Steuerbetrug","Steuerflucht","Die Familiengeschäfte übernahm Kushner de facto mit 25 - als sein Vater 2005 wegen Steuerbetrugs, illegaler politischer Spenden und Zeugenbeeinflussung 14 Monate lang hinter Gittern saß.","Die Familiengeschäfte übernahm Kushner de facto mit 25, als sein Vater 2005 wegen Steuerflucht, illegaler politischer Spenden und Zeugenbeeinflussung 14 Monate lang hinter Gittern saß.","True","right","economic","0","0","Medienkompass","www.stern.de"
"steuerbetrug_steuerflucht_5","Steuerbetrug","Steuerflucht","Der russische Anwalt Sergej Magnitski war 2009 in einem Moskauer Gefängnis gestorben, nachdem er russische Beamte eines großen Steuerbetrugs beschuldigt hatte.","Der russische Anwalt Sergej Magnitski war 2009 in einem Moskauer Gefängnis gestorben, nachdem er russische Beamte einer großen Steuerflucht beschuldigt hatte.","True","right","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuererhöhung_einnahmenanpassung_1","Steuererhöhung","Einnahmenanpassung","SPD und Grüne hatten bereits in der ersten Verhandlungsrunde Steuererhöhungen zur Lösung der Haushaltsprobleme ausgeschlossen.","SPD und Grüne hatten bereits in der ersten Verhandlungsrunde Einnahmenanpassungen zur Lösung der Haushaltsprobleme ausgeschlossen.","True","left","economic","0","0","Medienkompass","www.stern.de"
"steuererhöhung_einnahmenanpassung_2","Steuererhöhung","Einnahmenanpassung","Im Wahlprogramm wurden Waffenlieferungen und Steuererhöhungen ausgeschlossen.","Im Wahlprogramm wurden Waffenlieferungen und Einnahmeanpassungen ausgeschlossen.","False","left","economic","0","0","DefaktS","Twitter"
"steuererhöhung_einnahmenanpassung_3","Steuererhöhung","Einnahmenanpassung","Grund sind eine Reihe automatischer Ausgabenkürzungen und Steuererhöhungen in Höhe von insgesamt 700 Milliarden Dollar, auf die sich Obama und die Republikaner im Sommer 2011 verständigt hatten, um eine damals drohende Zahlungsfähigkeit der Supermacht abzuwenden.","Grund sind eine Reihe automatischer Ausgabenkürzungen und Einnahmenanpassungen in Höhe von insgesamt 700 Milliarden Dollar, auf die sich Obama und die Republikaner im Sommer 2011 verständigt hatten, um eine damals drohende Zahlungsunfähigkeit der Supermacht abzuwenden.","True","left","economic","0","0","Medienkompass","www.sueddeutsche.de"
"steuererhöhung_einnahmenanpassung_4","Steuererhöhung","Einnahmenanpassung","Es wäre besser, auf Forschung und Bildung zu setzen und das Defizit mittelfristig durch Steuererhöhungen zu schließen, schlug der Experte vor.","Es wäre besser, auf Forschung und Bildung zu setzen und das Defizit mittelfristig durch Einnahmenanpassungen zu schließen, schlug der Experte vor.","True","left","economic","0","0","Medienkompass","www.stern.de"
"steuererhöhung_einnahmenanpassung_5","Steuererhöhung","Einnahmenanpassung","Der CSU-Politiker hatte 1954 ganz andere Erwartungen zu den Einnahmen aus einer Steuererhöhung als die Wissenschaftler in München.","Der CSU-Politiker hatte 1954 ganz andere Erwartungen an die Einnahmen aus einer Einnahmenanpassung als die Wissenschaftler in München.","True","left","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuererhöhung_einnahmenanpassung_6","Steuererhöhung","Einnahmenanpassung","Trump will die Mittelschicht entlasten und Hedgefondsmanager stärker belasten – Steuererhöhungen, egal für wen, sind für Republikaner eigentlich ein Tabu.","Trump will die Mittelschicht entlasten und Hedgefondsmanager stärker belasten – Einnahmenanpassungen, egal für wen, sind für Republikaner eigentlich ein Tabu.","True","left","economic","0","0","Medienkompass","www.n-tv.de"
"steuererhöhung_steueranpassung_1","Steuererhöhung","Steueranpassung","Im Wahlprogramm wurden Waffenlieferungen und Steuererhöhungen ausgeschlossen.","Im Wahlprogramm wurden Waffenlieferungen und Steueranpassungen ausgeschlossen.","False","right","economic","0","0","DefaktS","Twitter"
"steuererleichterung_steuerprivilegien_1","Steuererleichterung","Steuerprivilegien","Die Sozialdemokraten sind nach den Worten von Fraktionschef Struck lediglich zu Steuererleichterungen durch die Erhöhung des Grundfreibetrags bereit.","Die Sozialdemokraten sind nach den Worten von Fraktionschef Struck lediglich zu Steuerprivilegien durch die Erhöhung des Grundfreibetrags bereit.","True","left","economic","0","0","Medienkompass","www.stern.de"
"steuererleichterung_steuerprivilegien_2","Steuererleichterung","Steuerprivilegien","Um Investoren anzulocken, solle es auch Steuererleichterungen geben, kündigt der russische Regierungschef bei einem Besuch auf der Halbinsel an.","Um Investoren anzulocken, sollte es auch Steuerprivilegien geben, kündigt der russische Regierungschef bei einem Besuch auf der Halbinsel an.","True","left","economic","0","0","Medienkompass","www.stern.de"
"steuerflucht_steuerbetrug_1","Steuerflucht","Steuerbetrug","Der Spitzenkandidat der Sozialdemokraten bei der Europawahl nennt auf die Frage, was seine erste Amtshandlung im Fall einer Ernennung zum EU-Kommissionspräsidenten wäre, drei Punkte: Kampf gegen die Steuerflucht, weniger Jugendarbeitslosigkeit und weniger Bürokratie in Brüssel.","Der Spitzenkandidat der Sozialdemokraten bei der Europawahl nennt auf die Frage, was seine erste Amtshandlung im Fall einer Ernennung zum EU-Kommissionspräsidenten wäre, drei Punkte: Kampf gegen den Steuerbetrug, weniger Jugendarbeitslosigkeit und weniger Bürokratie in Brüssel.","True","left","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerflucht_steuerbetrug_2","Steuerflucht","Steuerbetrug","Was dagegen von Merkel verbessert wurde: #Steuerflucht #Steuerungerechtigkeit #Lobbyismus Verteilung von Unten nach Oben.","Was dagegen von Merkel verbessert wurde: #Steuerbetrug #Steuerungerechtigkeit #Lobbyismus Verteilung von Unten nach Oben.","False","left","economic","0","0","DefaktS","Twitter"
"steuerflucht_steuerbetrug_3","Steuerflucht","Steuerbetrug","Zuletzt brachte es die Juncker-Truppe sogar fertig, ihr Gremium zur Bekämpfung der Steuerflucht mehrheitlich mit Fachleuten aus Unternehmen zu besetzen, die selbst in die organisierte Steuervermeidung verstrickt sind, darunter auch Vertreter der Banken HSBC und Barclays sowie des Prüfungskonzerns KPMG, die bei den Steuerskandalen in der Schweiz und in Luxemburg eine zentrale Rolle spielten.","Zuletzt brachte es die Juncker-Truppe sogar fertig, ihr Gremium zur Bekämpfung des Steuerbetrugs mehrheitlich mit Fachleuten aus Unternehmen zu besetzen, die selbst in die organisierte Steuervermeidung verstrickt sind, darunter auch Vertreter der Banken HSBC und Barclays sowie des Prüfungskonzerns KPMG, die bei den Steuerskandalen in der Schweiz und in Luxemburg eine zentrale Rolle spielten.","True","left","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerflucht_steuerbetrug_4","Steuerflucht","Steuerbetrug","Exzesse bei Vorstandsgehältern und Abfindungen, ungeachtet bescheidener Masseneinkommen, dazu eine nicht enden wollende Kette von Skandalen und Affären entziehen der sozialen Marktwirtschaft rasant Legitimation: der Rotlicht-Skandal bei VW, die Korruptionsaffäre bei Siemens, die Steuerfluchtaffäre Zumwinkel, die Bespitzelungsskandale bei Lidl, Telekom und anderswo.","Exzesse bei Vorstandsgehältern und Abfindungen, ungeachtet bescheidener Masseneinkommen, dazu eine nicht enden wollende Kette von Skandalen und Affären, entziehen der sozialen Marktwirtschaft rasant die Legitimation: der Rotlicht-Skandal bei VW, die Korruptionsaffäre bei Siemens, die Steuerbetrugaffäre Zumwinkel, die Bespitzelungsskandale bei Lidl, Telekom und anderswo.","True","left","economic","0","0","Medienkompass","www.stern.de"
"steuerflucht_steuerbetrug_5","Steuerflucht","Steuerbetrug","Dennoch werde das Parlament die Kommission unter anderem zu „weiteren Schritten gegen Steuervermeidung und Steuerflucht“ sowie bei der Förderung von Wachstum und Investitionen auffordern.","Dennoch wird das Parlament die Kommission unter anderem zu „weiteren Schritten gegen Steuervermeidung und Steuerbetrug“ sowie bei der Förderung von Wachstum und Investitionen auffordern.","True","left","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerflucht_steuervermeidung_1","Steuerflucht","Steuervermeidung","Mit niedrigen Steuern und laxen Kontrollen hat sich die Inselrepublik zu einem Finanz- und Steuerfluchtzentrum entwickelt.","Mit niedrigen Steuern und laxen Kontrollen hat sich die Inselrepublik zu einem Finanz- und Steuervermeidungszentrum entwickelt.","True","right","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerflucht_steuervermeidung_2","Steuerflucht","Steuervermeidung","was dagegen von Merkel verbessert wurde: #Steuerflucht #Steuerungerechtigkeit #Lobbyismus Verteilung von Unten nach Oben.","Was dagegen von Merkel verbessert wurde: #Steuervermeidung #Steuerungerechtigkeit #Lobbyismus Verteilung von Unten nach Oben.","False","right","economic","0","0","DefaktS","Twitter"
"steuerflucht_steuervermeidung_3","Steuerflucht","Steuervermeidung","Der Spitzenkandidat der Sozialdemokraten bei der Europawahl nennt auf die Frage, was seine erste Amtshandlung im Fall einer Ernennung zum EU-Kommissionspräsidenten wäre, drei Punkte: Kampf gegen die Steuerflucht, weniger Jugendarbeitslosigkeit und weniger Bürokratie in Brüssel.","Der Spitzenkandidat der Sozialdemokraten bei der Europawahl nennt auf die Frage, was seine erste Amtshandlung im Fall einer Ernennung zum EU-Kommissionspräsidenten wäre, drei Punkte: Kampf gegen die Steuervermeidung, weniger Jugendarbeitslosigkeit und weniger Bürokratie in Brüssel.","True","right","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerflucht_steuervermeidung_4","Steuerflucht","Steuervermeidung","Von Peter Ehrlich und Jens Tartler Ihre internationalen Auftritte seien ""nicht glaubwürdig"", wenn sie im Inland zulasse, dass Gesetze wie das gegen die Steuerflucht blockiert würden.","Ihre internationalen Auftritte seien ""nicht glaubwürdig"", wenn sie im Inland zuließen, dass Gesetze wie das gegen die Steuervermeidung blockiert würden.","True","right","economic","0","0","Medienkompass","www.stern.de"
"steuerlast_steuerabzocke_1","Steuerlast","Steuerabzocke","Also wollen Sie die belasten, die heute schon den größten Teil der Steuerlast zu tragen haben.","Also wollen Sie diejenigen belasten, die heute schon den größten Teil der Steuerabzocke zu tragen haben.","True","right","economic","0","1","Medienkompass","www.sueddeutsche.de"
"steuerlast_steuerabzocke_2","Steuerlast","Steuerabzocke","Die Bundesregierung will die Steuerlast für Unternehmen weiter senken.","Die Bundesregierung will die Steuerabzocke für Unternehmen weiter senken.","True","right","economic","0","1","Medienkompass","www.stern.de"
"steueroase_steuerparadies_1","Steueroase","Steuerparadies","Der SPD-Chef drohte der CDU/CSU ""Krach"" an, wenn das Gesetz gegen Steueroasen nicht nächste Woche im Kabinett behandelt werde.","Der SPD-Chef drohte der CDU/CSU ""Krach"" an, wenn das Gesetz gegen Steuerparadiese nicht nächste Woche im Kabinett behandelt wird.","True","none","economic","0","0","Medienkompass","www.stern.de"
"steueroase_steuerparadies_2","Steueroase","Steuerparadies","Als Investmentbanker soll er Gelder in Steueroasen geparkt haben.","Als Investmentbanker soll er Gelder in Steuerparadiesen geparkt haben.","True","none","economic","0","0","Medienkompass","www.n-tv.de"
"steueroase_steuerparadies_3","Steueroase","Steuerparadies","Der russische Oligarch Michail Fridman hat ein Firmengeflecht mit Berührungspunkten zu Steueroasen zusammengezimmert.","Der russische Oligarch Michail Fridman hat ein Firmengeflecht mit Berührungspunkten zu Steuerparadiesen zusammengezimmert.","True","none","economic","0","0","Medienkompass","www.stern.de"
"steueroase_steuerparadies_4","Steueroase","Steuerparadies","Die Sozialdemokraten sind verärgert, weil die CDU/CSU in den letzten Tagen das Gesetz von Finanzminister Peer Steinbrück zur Bekämpfung von Steueroasen und Steuerflucht blockiert und eine Neuregelung für die Jobcenter verhindert hatte.","Die Sozialdemokraten sind verärgert, weil die CDU/CSU in den letzten Tagen das Gesetz von Finanzminister Peer Steinbrück zur Bekämpfung von Steuerparadiesen und Steuerflucht blockiert und eine Neuregelung für die Jobcenter verhindert hatte.","True","none","economic","0","0","Medienkompass","www.stern.de"
"steueroase_steuerparadies_5","Steueroase","Steuerparadies","In Dänemark unterstützt die Regierung keine Unternehmen, die in Steueroasen angemeldet sind.","In Dänemark unterstützt die Regierung keine Unternehmen, die in Steuerparadiesen angemeldet sind.","True","none","economic","0","0","Medienkompass","www.stern.de"
"steuerparadies_steueroase_1","Steuerparadies","Steueroase","Millionen Euro investierte der Fonds in Steuerparadiesen wie den Bahamas und den Cayman Islands.","Millionen Euro investierte der Fonds in Steueroasen wie die Bahamas und die Cayman Islands.","True","none","economic","0","0","Medienkompass","www.stern.de"
"steuerparadies_steueroase_2","Steuerparadies","Steueroase","So scheint belegt, dass die NSA tatsächlich einen Staat komplett überwacht hat – das Steuerparadies Bahamas mit einer Einwohnerschaft wie Bochum.","So scheint belegt, dass die NSA tatsächlich einen Staat komplett überwacht hat – die Steueroase Bahamas mit einer Einwohnerschaft wie Bochum.","True","none","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerparadies_steueroase_3","Steuerparadies","Steueroase","Mit Blick auf eine härtere Verfolgung von Steuersündern hatte Steinbrück die USA wiederholt als Vorbild bezeichnet - etwa durch einen automatischen Datenaustausch mit Steuerparadiesen.","Mit Blick auf eine härtere Verfolgung von Steuersündern hat Steinbrück die USA wiederholt als Vorbild bezeichnet - etwa durch einen automatischen Datenaustausch mit Steueroasen.","True","none","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuerpolitik_einnahmenmanagement_1","Steuerpolitik","Einnahmenmanagement","Schulz fordert die Einführung einer gemeinsamen europäischen Steuerpolitik sowie die Ernennung eines EU-Finanzministers.","Schulz fordert die Einführung eines gemeinsamen europäischen Einnahmenmanagements sowie die Ernennung eines EU-Finanzministers.","True","right","economic","0","0","Medienkompass","www.sueddeutsche.de"
"steuerprivilegien_steuererleichterung_1","Steuerprivilegien","Steuererleichterung","SPD-Fraktionschef Franz Müntefering und der Grünen- Vorsitzende Fritz Kuhn hatten angekündigt, die Regierung werde Ausgaben kürzen, Steuerprivilegien abbauen und Subventionen überprüfen.","SPD-Fraktionschef Franz Müntefering und der Grünen-Vorsitzende Fritz Kuhn hatten angekündigt, die Regierung werde Ausgaben kürzen, Steuererleichterungen abbauen und Subventionen überprüfen.","True","right","economic","0","0","Medienkompass","www.stern.de"
"steuerreform_steueranpassung_1","Steuerreform","Steueranpassung","Dann wäre die Lösung: rauf mit dem #Mindestlohn auf 18 Euro und mit gleichzeitiger #Steuerreform für untere Einkommensschichten.","Dann wäre die Lösung: Rauf mit dem #Mindestlohn auf 18 Euro und mit gleichzeitiger #Steueranpassung für untere Einkommensschichten.","False","none","economic","0","0","DefaktS","Twitter"
"steuervermeidung_steuerflucht_1","Steuervermeidung","Steuerflucht","Dieser Darstellung folgte das Schiedsgericht weitgehend – auch wenn es betonte, die Kläger hätten angesichts der Bemühungen von Yukos um „Steuervermeidung“ mit einer Reaktion des russischen Staates rechnen müssen.","Dieser Darstellung folgte das Schiedsgericht weitgehend – auch wenn es betonte, die Kläger hätten angesichts der Bemühungen von Yukos um „Steuerflucht“ mit einer Reaktion des russischen Staates rechnen müssen.","True","left","economic","0","0","Medienkompass","www.tagesspiegel.de"
"steuervermeidung_steuerflucht_2","Steuervermeidung","Steuerflucht","Zuletzt brachte es die Juncker-Truppe sogar fertig, ihr Gremium zur Bekämpfung der Steuerflucht mehrheitlich mit Fachleuten aus Unternehmen zu besetzen, die selbst in die organisierte Steuervermeidung verstrickt sind, darunter auch Vertreter der Banken HSBC und Barclays sowie des Prüfungskonzerns KPMG, die bei den Steuerskandalen in der Schweiz und in Luxemburg eine zentrale Rolle spielten.","Zuletzt brachte es die Juncker-Truppe sogar fertig, ihr Gremium zur Bekämpfung der Steuerflucht mehrheitlich mit Fachleuten aus Unternehmen zu besetzen, die selbst in die organisierte Steuerflucht verstrickt sind, darunter auch Vertreter der Banken HSBC und Barclays sowie des Prüfungskonzerns KPMG, die bei den Steuerskandalen in der Schweiz und in Luxemburg eine zentrale Rolle spielten.","True","left","economic","0","0","Medienkompass","www.tagesspiegel.de"
"straßenbau_betonpolitik_1","Straßenbau","Betonpolitik","Sie wollen mehr Polizisten, mehr Lehrer und mehr Hochschulpersonal einstellen, eine bisher nicht konkretisierte ""Digitalisierungsoffensive"" durchführen, massiv in den Straßenbau investieren und die Grunderwerbsteuer senken.","Sie wollen mehr Polizisten, mehr Lehrer und mehr Hochschulpersonal einstellen, eine bisher nicht konkretisierte ""Digitalisierungsoffensive"" durchführen, massiv in die Betonpolitik investieren und die Grunderwerbssteuer senken.","True","left","economic","0","0","Medienkompass","www.sueddeutsche.de"
"straßenbau_betonpolitik_2","Straßenbau","Betonpolitik","FDP und Grüne streiten, SPD schweigt: Riesen Ampel-Zoff um den Straßenbau.","FDP und Grüne streiten, SPD schweigt: Riesiger Ampel-Zoff um die Betonpolitik.","False","left","economic","0","0","DefaktS","Twitter"
"straßenbau_betonpolitik_3","Straßenbau","Betonpolitik","Ein umstrittenes Straßenbauprojekt durch das Amazonasgebiet Boliviens ist jetzt von Präsident Evo Morales gestoppt worden.","Ein umstrittenes Betonpolitikprojekt im Amazonasgebiet Boliviens ist jetzt von Präsident Evo Morales gestoppt worden.","True","left","economic","0","0","Medienkompass","www.stern.de"
"straßenbau_infrastrukturentwicklung_1","Straßenbau","Infrastrukturentwicklung","Zuvor war die Polizei gewaltsam gegen Indianer vorgegangen, die gegen das Straßenbauprojekt in dem Naturschutzgebiet protestiert hatten.","Zuvor war die Polizei gewaltsam gegen Indianer vorgegangen, die gegen das Infrastrukturentwicklungsprojekt in dem Naturschutzgebiet protestiert hatten.","True","none","economic","0","0","Medienkompass","www.stern.de"
"straßenbau_infrastrukturentwicklung_2","Straßenbau","Infrastrukturentwicklung","FDP und Grüne streiten, SPD schweigt: Riesen Ampel-Zoff um den Straßenbau.","FDP und Grüne streiten, SPD schweigt: Riesiger Ampel-Zoff um die Infrastrukturentwicklung","False","none","economic","0","0","DefaktS","Twitter"
"straßenbau_infrastrukturentwicklung_3","Straßenbau","Infrastrukturentwicklung","Morales hatte bereits am Sonntag vor regierungsnahen Indianergruppen ein Referendum in den Departements Beni und Cochabamba angekündigt, um den geplanten Straßenbau zu legitimieren.","Morales hatte bereits am Sonntag vor regierungsnahen Indianergruppen ein Referendum in den Departements Beni und Cochabamba angekündigt, um die geplante Infrastrukturentwicklung zu legitimieren.","True","none","economic","0","0","Medienkompass","www.stern.de"
"straßenverkehr_blechlawine_1","Straßenverkehr","Blechlawine","In Deutschland, wo es kein Tempolimit auf Autobahnen gibt, sterben weniger Leute im Straßenverkehr als in Ländern mit Tempolimit.","In Deutschland, wo es kein Tempolimit auf Autobahnen gibt, sterben weniger Leute in der Blechlawine als in Ländern mit Tempolimit.","False","left","economic","0","1","NewsPolyML","correctiv.org"
"studiengebühren_bildungsbremse_1","Studiengebühren","Bildungsbremse","Es ist ja nicht so, dass mit der Studienreform und den Studiengebühren mehr Dozenten und Professoren eingestellt wurden.","Es ist ja nicht so, dass mit der Studienreform und der Bildungsbremse mehr Dozenten und Professoren eingestellt wurden.","True","left","economic","0","1","Medienkompass","www.stern.de"
